Latency mode,Skipped segments,ASR degraded segments,Q,Method,Memory nodes,Retrieval queries,Gemini calls,Embed ms,Dense ms,Sparse ms,StreamMeCo/Mandol ms,Graph lookup ms,Rerank ms,Retrieval total ms,Gemini answer/controller ms,End-to-end ms,Answer,Correct
warm_retrieval_uncached_question,0,0,1,A,271,4,6,1332.942977998755,112.54644399741665,0.0,0.8605200055171736,0.8922470005927607,0.0,1448.9896339946426,49965.252406997024,51417.21407399746,C,False
warm_retrieval_uncached_question,0,0,1,B,271,1,1,262.0270449988311,26.045856000564527,0.0,0.20195099932607263,0.43370599451009184,0.0,289.0596299985191,51161.23821899964,51450.96153700433,D,False
warm_retrieval_uncached_question,0,0,1,C,216,1,1,308.95664999843575,22.066739002184477,0.0,0.15564199566142634,0.4226160017424263,0.0,332.0001069951104,15364.395793003496,15697.153617998993,D,False
warm_retrieval_uncached_question,0,0,1,D,271,1,1,1198.8946779893013,7.112576000508852,18.016105008427985,0.41168399911839515,0.7664239819860086,1640.967923012795,2853.548610000871,15573.974059007014,18429.125752998516,D,False
warm_retrieval_uncached_question,0,0,2,A,606,4,6,1253.4079499964719,242.9580169991823,0.0,2.2036770096747205,1.8567039878689684,0.0,1502.9114040007698,58206.14666600159,59712.183723000635,C,True
warm_retrieval_uncached_question,0,0,2,B,606,1,1,260.28349599801004,63.052330995560624,0.0,0.669379995088093,0.7051170032355003,0.0,325.21098500001244,13301.949802000308,13627.747339996858,B,False
warm_retrieval_uncached_question,0,0,2,C,485,1,1,350.4502889991272,45.919698000943754,0.0,0.47456299944315106,0.7722329974058084,0.0,398.2614679989638,59648.16474599502,60047.056389004865,C,True
warm_retrieval_uncached_question,0,0,2,D,606,1,1,782.1450440096669,2.6985719887306914,19.96813500591088,0.564420988666825,1.343101990642026,1680.1624139916385,2473.7977020122344,3911.1889630003134,6385.965676003252,C,True
warm_retrieval_uncached_question,0,0,3,A,614,4,6,2021.662731996912,236.84991399932187,0.0,2.1018060069764033,1.9091209978796542,0.0,2265.062032005517,88471.814413002,90739.8461720004,A,False
warm_retrieval_uncached_question,0,0,3,B,614,1,1,593.550111996592,63.382401000126265,0.0,0.48385099944425747,0.7098369969753549,0.0,658.6140069994144,20580.24326600571,21239.40085600043,B,False
warm_retrieval_uncached_question,0,0,3,C,491,1,1,504.6870160003891,45.76267300581094,0.0,0.4372629991848953,0.6189150008140132,0.0,552.0784039981663,14600.322988997505,15152.970122995612,D,True
warm_retrieval_uncached_question,0,0,3,D,614,1,1,733.6710230010794,5.581067991442978,22.097167995525524,0.5535600066650659,1.8801920377882197,1687.6974829938263,2438.2211369957076,4804.27469300048,7244.662482000422,D,True
warm_retrieval_uncached_question,0,0,4,A,808,4,6,1496.2250779935857,331.7217560033896,0.0,3.0992920146672986,2.7635829901555553,0.0,1836.2795270004426,128827.30100300978,130666.7930629992,B,False
warm_retrieval_uncached_question,0,0,4,B,808,1,1,412.77277100016363,79.43145500030369,0.0,0.7140129964682274,0.8885119968908839,0.0,494.4014199936646,63205.98880200123,63700.92342700082,C,True
warm_retrieval_uncached_question,0,0,4,C,646,1,1,228.94838099455228,65.6881009999779,0.0,0.6182729994179681,0.7858180033508688,0.0,296.6738750037621,12973.600170000282,13270.915634006087,C,True
warm_retrieval_uncached_question,0,0,4,D,808,1,1,707.2107529966161,6.195844005560502,19.669286004500464,0.5278230091789737,1.3253771321615204,1612.3681330063846,2336.666389994207,17365.53986799845,19704.35197200277,D,False
warm_retrieval_uncached_question,0,1,5,A,1139,4,6,1404.8562989919446,778.5014149922063,0.0,6.714394003211055,4.093131996341981,0.0,2197.3034350012313,46680.51553599071,48881.103662002715,A,False
warm_retrieval_uncached_question,0,1,5,B,1139,1,1,221.1698669998441,114.2782349998015,0.0,1.0269030026393011,1.2396230013109744,0.0,338.4402220035554,154403.75819300243,154742.74300099933,A,False
warm_retrieval_uncached_question,0,1,5,C,908,1,1,219.34893500292674,79.0390880065388,0.0,0.831314995593857,1.0804039993672632,0.0,300.97263700008625,12379.96814899816,12681.490217997634,A,False
warm_retrieval_uncached_question,0,1,5,D,1139,1,1,722.145236999495,5.8898090064758435,24.302165998960845,0.5569859931711107,1.8061641603708267,1551.191264996305,2294.25683899899,13766.763758001616,16062.059610005235,A,False
warm_retrieval_uncached_question,0,1,6,A,1177,4,6,1257.2450000006938,435.8687880085199,0.0,4.060620012751315,4.0730239925323986,0.0,1704.2959479949786,91564.6706129919,93272.17618300347,D,True
warm_retrieval_uncached_question,0,1,6,B,1177,1,1,283.2470849971287,108.38917300134199,0.0,1.0562980023678392,1.2084350018994883,0.0,394.683222999447,13806.012501998339,14201.197700000193,D,True
warm_retrieval_uncached_question,0,1,6,C,938,1,1,241.00639200332807,89.86290800385177,0.0,0.940470999921672,1.090180994651746,0.0,333.5384329984663,13623.180542002956,13957.30332400126,D,True
